class_id,ut_id,ref_class
104P25L8L4,1CRN82227G,2DUV9BYFHA
104P25L8L4,1CRN82227G,2M3IWI7DA0
104P25L8L4,1CRN82227G,2QQ8B3RX79
104P25L8L4,1CRN82227G,QIS2Z359
104P25L8L4,1ZU4SRIBYP,10KDAXFBPY
104P25L8L4,1ZU4SRIBYP,1GHRXWVTMU
104P25L8L4,1ZU4SRIBYP,1LNS7Z537M
104P25L8L4,1ZU4SRIBYP,77GXKBLZ3
104P25L8L4,1ZU4SRIBYP,9ARWJQFFR
104P25L8L4,1ZU4SRIBYP,HFHINSC9E
104P25L8L4,1ZU4SRIBYP,V36NL2VFL
104P25L8L4,291K7WPJ21,15QW02ZKQP
104P25L8L4,291K7WPJ21,1DO5XMTCYM
104P25L8L4,291K7WPJ21,1LNS7Z537M
104P25L8L4,291K7WPJ21,26JIUH83UR
104P25L8L4,291K7WPJ21,6SZQ2MFEY
104P25L8L4,291K7WPJ21,GQ82SCDC6
104P25L8L4,2DRIUYX4MA,1K0RI2U0MW
104P25L8L4,2DRIUYX4MA,1M9DRS44NX
104P25L8L4,2DRIUYX4MA,2AQ63YLOLT
104P25L8L4,2DRIUYX4MA,J7RG2WK8F
104P25L8L4,2DRIUYX4MA,Y53MGY5I4
108S5YTIHT,75X9G60NB,1OB03TYN5R
108S5YTIHT,75X9G60NB,1Z1E3A0FLH
108S5YTIHT,75X9G60NB,24XQ44L6Z0
108S5YTIHT,75X9G60NB,2HELL3TKKH
108S5YTIHT,75X9G60NB,3CLZMY2L1
108S5YTIHT,75X9G60NB,W0MKZGSZQ
10DTG0AEOW,102W5RGROM,19J3QWOLY6
10DTG0AEOW,102W5RGROM,1OD5PHYVBB
10DTG0AEOW,102W5RGROM,2H695PJ1EA
10DTG0AEOW,102W5RGROM,95YNX7W63
10DTG0AEOW,102W5RGROM,I31BKDLNN
10KDAXFBPY,1ZU4SRIBYP,1HD7X4U4OD
10KDAXFBPY,1ZU4SRIBYP,24JZWPS7NI
10KDAXFBPY,1ZU4SRIBYP,26JIUH83UR
10KDAXFBPY,1ZU4SRIBYP,JX3Z84RJL
10KDAXFBPY,1ZU4SRIBYP,LQD06P2YI
10KDAXFBPY,1ZU4SRIBYP,MSQA1A93R
10KDAXFBPY,1ZU4SRIBYP,NS4VWJFGZ
10MYDMD11U,1CRN82227G,11FMUX63JH
10MYDMD11U,1CRN82227G,1YFWJWNYO
10MYDMD11U,1CRN82227G,2HKLWYS2JS
10MYDMD11U,1CRN82227G,7XA3QC0B0
10MYDMD11U,1CRN82227G,RF9KI7V9A
10MYDMD11U,1CRN82227G,ZNBQB08KG
10O0CFM4TG,2EQIAX4CBK,1H75ZHRGLE
10O0CFM4TG,2EQIAX4CBK,23KLCOPP9T
10O0CFM4TG,2EQIAX4CBK,B8WN1JE0Y
10O0CFM4TG,2EQIAX4CBK,DAYGTELYE
10O0CFM4TG,2EQIAX4CBK,HXAKAONK2
10O0CFM4TG,2EQIAX4CBK,PRELX0XSZ
10O0CFM4TG,2EQIAX4CBK,V0SMGL5CD
10O0CFM4TG,2EQIAX4CBK,ZGIN25AV6
10R1CZDQN1,MCV5ISFAE,1D86WTC4YQ
10R1CZDQN1,MCV5ISFAE,2270Q58KS1
10R1CZDQN1,MCV5ISFAE,2HGWCSQSTK
10R1CZDQN1,MCV5ISFAE,G49X9FOA7
10R1CZDQN1,MCV5ISFAE,L1XM7Y0ER
10R1CZDQN1,MCV5ISFAE,LQD06P2YI
10R1CZDQN1,MCV5ISFAE,QJHHH401T
10R1CZDQN1,MCV5ISFAE,SLU6970EP
10ZA4TRIO7,18CREL5RDE,29H2Q7Y116
10ZA4TRIO7,18CREL5RDE,2BO6866T12
10ZA4TRIO7,18CREL5RDE,2FPD940DT7
10ZA4TRIO7,18CREL5RDE,2G7PB1QHQ1
10ZA4TRIO7,18CREL5RDE,T6WUBQVP8
10ZA4TRIO7,2O6E3WWEH,1MZUBDU2E8
10ZA4TRIO7,2O6E3WWEH,1XZ4KR4OX3
10ZA4TRIO7,2O6E3WWEH,2DK2EEKWF7
10ZA4TRIO7,2O6E3WWEH,C0W33NH4C
10ZA4TRIO7,2O6E3WWEH,FLFYW96PT
10ZA4TRIO7,2O6E3WWEH,GSE66PSEY
10ZNA7XEGA,1B7LK5I5LS,24MPME3A9B
10ZNA7XEGA,1B7LK5I5LS,2BF4Y8I6S3
10ZNA7XEGA,1B7LK5I5LS,2GNHSXPYIR
10ZNA7XEGA,1B7LK5I5LS,2ISK51ZCPZ
10ZNA7XEGA,1B7LK5I5LS,LLKZG5CR5
10ZNA7XEGA,1B7LK5I5LS,LYF0V2KN3
10ZNA7XEGA,1CHOCYU9HT,16B7GHD4B
10ZNA7XEGA,1CHOCYU9HT,1QY5ZWXL90
10ZNA7XEGA,1CHOCYU9HT,2D4EMLY785
10ZNA7XEGA,1CHOCYU9HT,2NLOMJAQTP
10ZNA7XEGA,1CHOCYU9HT,FTDRCA3C3
10ZNA7XEGA,1CHOCYU9HT,ZTEM6DIMJ
10ZNA7XEGA,203R6QQJVM,1J4XSERZL
10ZNA7XEGA,203R6QQJVM,23B1ZENAZU
10ZNA7XEGA,203R6QQJVM,24VP1343ZQ
10ZNA7XEGA,203R6QQJVM,2KES6A7ETX
10ZNA7XEGA,203R6QQJVM,4AC45SWOY
10ZNA7XEGA,203R6QQJVM,TV0Q4G8QU
10ZNA7XEGA,203R6QQJVM,Y6DP7UQC1
10ZNA7XEGA,OV66LJT5T,1BD67G26TX
10ZNA7XEGA,OV66LJT5T,1WW0QTZBLN
10ZNA7XEGA,OV66LJT5T,2KES6A7ETX
10ZNA7XEGA,OV66LJT5T,60GPJTGGC
10ZNA7XEGA,OV66LJT5T,8VTGMJUI5
1101JH63EQ,2B5CWJHWG3,129OT5DNV0
1101JH63EQ,2B5CWJHWG3,1DKC4XUR5Y
1101JH63EQ,2B5CWJHWG3,1FIHLFUJYW
1101JH63EQ,2B5CWJHWG3,1HWLE6MKMK
1101JH63EQ,2B5CWJHWG3,1I1T14VO8O
1101JH63EQ,2B5CWJHWG3,1M7KKUXEXA
1101JH63EQ,2B5CWJHWG3,JXXPX0O5L
1136S33EDO,2CJUOVYZPX,13MZ5284SU
1136S33EDO,2CJUOVYZPX,1Y97K0MLKE
1136S33EDO,2CJUOVYZPX,26E7SPWLP1
1136S33EDO,2CJUOVYZPX,2AVMTBNWAO
1136S33EDO,2CJUOVYZPX,2EKVL5RDI4
113Z4D4FZ4,14CKWJL752,218O47RSZ4
113Z4D4FZ4,14CKWJL752,FTDRCA3C3
113Z4D4FZ4,14CKWJL752,TI0VYJPSF
113Z4D4FZ4,1CHOCYU9HT,19P4LAW1YT
113Z4D4FZ4,1CHOCYU9HT,1BD67G26TX
113Z4D4FZ4,1CHOCYU9HT,1IVD6Q7VJM
113Z4D4FZ4,1CHOCYU9HT,201D1DVX6K
113Z4D4FZ4,1CHOCYU9HT,24AY2ZWKDN
113Z4D4FZ4,1CHOCYU9HT,2NKXUUAOA9
1169NI3C1B,2CJUOVYZPX,13MZ5284SU
1169NI3C1B,2CJUOVYZPX,19HY9YAFS1
1169NI3C1B,2CJUOVYZPX,1K5CTX9QBD
1169NI3C1B,2CJUOVYZPX,1O0835VBNM
1169NI3C1B,2CJUOVYZPX,2AVMTBNWAO
1169NI3C1B,2CJUOVYZPX,X9L69UEKO
119ESZK0V7,1SAWTQDD78,1IBQ1UDTWG
119ESZK0V7,1SAWTQDD78,1U7KMGPS3B
119ESZK0V7,1SAWTQDD78,ZXK4INTOW
11B6ZSG68I,1CRN82227G,104P25L8L4
11B6ZSG68I,1CRN82227G,27YOLDD59E
11B6ZSG68I,1CRN82227G,2DUV9BYFHA
11B6ZSG68I,1CRN82227G,2HKLWYS2JS
11B6ZSG68I,1CRN82227G,2L2UNAEBHX
11B6ZSG68I,1CRN82227G,2QQ8B3RX79
11CV334ZE6,2CJUOVYZPX,13MZ5284SU
11CV334ZE6,2CJUOVYZPX,1K5CTX9QBD
11CV334ZE6,2CJUOVYZPX,1O0835VBNM
11CV334ZE6,2CJUOVYZPX,2891OI563N
11CV334ZE6,2CJUOVYZPX,2QFM2KLILZ
11CV334ZE6,2CJUOVYZPX,7ZTQA56FO
11CV334ZE6,2CJUOVYZPX,GK87D0NIC
11CV334ZE6,2CJUOVYZPX,O5NLYCS2D
11DGA0Z6Y9,1QCX0AAXMA,16I2EUD1DO
11DGA0Z6Y9,1QCX0AAXMA,2GH4BQVX7J
11EDPYEJ3M,1ZU4SRIBYP,11GGRCQCQE
11EDPYEJ3M,1ZU4SRIBYP,15QW02ZKQP
11EDPYEJ3M,1ZU4SRIBYP,173WAC988V
11EDPYEJ3M,1ZU4SRIBYP,2Q12HLXHJF
11EDPYEJ3M,1ZU4SRIBYP,BW99JHNX2
11EDPYEJ3M,1ZU4SRIBYP,HFHINSC9E
11EDPYEJ3M,1ZU4SRIBYP,MSQA1A93R
11EDPYEJ3M,1ZU4SRIBYP,QW87KQX3C
11EMX3I8TK,19SOCGRJBE,18K92B6XMF
11EMX3I8TK,19SOCGRJBE,203RL44B4E
11EMX3I8TK,19SOCGRJBE,2CPO8VIZN
11EMX3I8TK,19SOCGRJBE,2D7QAC96EL
11EMX3I8TK,19SOCGRJBE,5CK4H19KG
11EMX3I8TK,YB92RT456,1D53WDGFCL
11EMX3I8TK,YB92RT456,1I4UWHQXB4
11EMX3I8TK,YB92RT456,1LOWND4O1K
11EMX3I8TK,YB92RT456,22MYCNNUDX
11FMUX63JH,1CRN82227G,101RQV99VA
11FMUX63JH,1CRN82227G,21ZEBF54JE
11FMUX63JH,1CRN82227G,24GIIUBOR7
11FMUX63JH,1CRN82227G,2DPQ4PTU1W
11FMUX63JH,1CRN82227G,2EHI4H6A24
11FMUX63JH,1CRN82227G,RF9KI7V9A
11FQEDSO8O,7JU2J2Y19,18OE84C9G
11FQEDSO8O,7JU2J2Y19,1ZG31WA0KR
11FQEDSO8O,7JU2J2Y19,21M33X0CXG
11FQEDSO8O,7JU2J2Y19,K3QSONPR9
11FQEDSO8O,7JU2J2Y19,YIAU463H6
11GAUCFC2O,2PN6550BQO,11GGRCQCQE
11GAUCFC2O,2PN6550BQO,1HE74LFR26
11GAUCFC2O,2PN6550BQO,1TRNTXKZS9
11GAUCFC2O,2PN6550BQO,7XZ8DNVKC
11GGRCQCQE,11LIXX9DNI,1CTDFD6SNH
11GGRCQCQE,11LIXX9DNI,1FF715DOGN
11GGRCQCQE,11LIXX9DNI,1LNS7Z537M
11GGRCQCQE,11LIXX9DNI,2GZKTKRIL6
11GGRCQCQE,11LIXX9DNI,7I6E66NDV
11GGRCQCQE,11LIXX9DNI,7XZ8DNVKC
11GGRCQCQE,11LIXX9DNI,K1H0TT01T
11GGRCQCQE,1ZU4SRIBYP,1RXEBD4IXM
11GGRCQCQE,1ZU4SRIBYP,26JIUH83UR
11GGRCQCQE,1ZU4SRIBYP,2JZPWEZ6K2
11GGRCQCQE,1ZU4SRIBYP,D7KIBPHZ8
11GGRCQCQE,1ZU4SRIBYP,H57CXMIGL
11GGRCQCQE,1ZU4SRIBYP,MSQA1A93R
11GGRCQCQE,1ZU4SRIBYP,O12LA6JHY
11GGRCQCQE,25HVVU5H5O,1B2CXDXM02
11GGRCQCQE,25HVVU5H5O,1LNS7Z537M
11GGRCQCQE,25HVVU5H5O,22BN1QZCIP
11GGRCQCQE,25HVVU5H5O,29XZX7V4NT
11GGRCQCQE,25HVVU5H5O,2GZZK0ZJM2
11GGRCQCQE,25HVVU5H5O,3IVB6MY0V
11GGRCQCQE,25HVVU5H5O,K1H0TT01T
11GGRCQCQE,291K7WPJ21,15QSVEBLY4
11GGRCQCQE,291K7WPJ21,1DO5XMTCYM
11GGRCQCQE,291K7WPJ21,1LNS7Z537M
11GGRCQCQE,291K7WPJ21,26JIUH83UR
11GGRCQCQE,291K7WPJ21,2BQLO8PJ1X
11GGRCQCQE,291K7WPJ21,2KK2FDJDL6
11GGRCQCQE,2PN6550BQO,15O7QP08VU
11GGRCQCQE,2PN6550BQO,1HD7X4U4OD
11GGRCQCQE,2PN6550BQO,1PK3P6Q36W
11GGRCQCQE,2PN6550BQO,2F83OXCIQF
11GGRCQCQE,2PN6550BQO,2L9A7ND75C
11GGRCQCQE,2PN6550BQO,HCMUER6GE
11GGRCQCQE,2PN6550BQO,V7TRKF2TO
11GGRCQCQE,MCV5ISFAE,10R1CZDQN1
11GGRCQCQE,MCV5ISFAE,15O7QP08VU
11GGRCQCQE,MCV5ISFAE,1D86WTC4YQ
11GGRCQCQE,MCV5ISFAE,1LNS7Z537M
11GGRCQCQE,MCV5ISFAE,L1XM7Y0ER
11GJL368R4,2B5CWJHWG3,129OT5DNV0
11GJL368R4,2B5CWJHWG3,19BU8FQ6GI
11GJL368R4,2B5CWJHWG3,1FIHLFUJYW
11GJL368R4,2B5CWJHWG3,1P52V4BUSE
11GJL368R4,2B5CWJHWG3,23CT6OANNR
11GJL368R4,2B5CWJHWG3,JXXPX0O5L
11GJL368R4,2B5CWJHWG3,UUS6XAPXM
11GJL368R4,2EQIAX4CBK,11WZ0JQCOS
11GJL368R4,2EQIAX4CBK,16YSC01N7X
11GJL368R4,2EQIAX4CBK,17NTUY3OPA
11GJL368R4,2EQIAX4CBK,1O57WFM8KM
11GJL368R4,2EQIAX4CBK,7KJ022CDV
11GJL368R4,PQVOJ34IS,14EJB8E8FD
11GJL368R4,PQVOJ34IS,150348K42V
11GJL368R4,PQVOJ34IS,17NTUY3OPA
11GJL368R4,PQVOJ34IS,1I1T14VO8O
11GJL368R4,PQVOJ34IS,1JSPOCBTPT
11GJL368R4,PQVOJ34IS,20M9R4PWB8
11GJL368R4,PQVOJ34IS,267H5NZPXG
11GJL368R4,PQVOJ34IS,SLN5JL9S7
11IRLZWTF6,OV66LJT5T,1BD67G26TX
11IRLZWTF6,OV66LJT5T,1QY5ZWXL90
11IRLZWTF6,OV66LJT5T,1WW0QTZBLN
11IRLZWTF6,OV66LJT5T,24AY2ZWKDN
11IRLZWTF6,OV66LJT5T,60GPJTGGC
11IRLZWTF6,OV66LJT5T,8VTGMJUI5
11NMX8A453,291K7WPJ21,1PK3P6Q36W
11NMX8A453,291K7WPJ21,26JIUH83UR
11NMX8A453,291K7WPJ21,2HQNZODD6Q
11NMX8A453,291K7WPJ21,2JK3DLZKY9
11NMX8A453,291K7WPJ21,ESVPB3WZJ
11OU8YL30J,CD76U7XEG,1B7A9WRQ1
11OU8YL30J,CD76U7XEG,2F1HHNOA80
11OU8YL30J,CD76U7XEG,554TI65ZO
11OU8YL30J,CD76U7XEG,C4EIV9P0E
11OU8YL30J,CD76U7XEG,VH4CAF8RN
11OU8YL30J,CD76U7XEG,XUIHJQ2A0
11QUDAQZHD,2NCU4SKWK,16IBXGQL1I
11QUDAQZHD,2NCU4SKWK,20TB11C64K
11QUDAQZHD,2NCU4SKWK,20UUYT6YTD
11QUDAQZHD,2NCU4SKWK,29PJ8EBQDP
11QUDAQZHD,2NCU4SKWK,VCVE2R9R1
11QUDAQZHD,42ZJIQBIE,101DWZ8JPV
11QUDAQZHD,42ZJIQBIE,103OAY5E1O
11QUDAQZHD,42ZJIQBIE,1RMV25AZ4M
11QUDAQZHD,42ZJIQBIE,1XO8OG0EAH
11QUDAQZHD,42ZJIQBIE,2N8G064T0L
11QUDAQZHD,42ZJIQBIE,QK7S55D8U
11QUDAQZHD,42ZJIQBIE,WSQSD89SJ
11QUDAQZHD,G3SWY48TK,1CIM8NXULB
11QUDAQZHD,G3SWY48TK,1E1IWF6N67
11QUDAQZHD,G3SWY48TK,1JZJZGZ13B
11QUDAQZHD,G3SWY48TK,260NQSV7BH
11QUDAQZHD,G3SWY48TK,DUD0QXVS3
11QUDAQZHD,G3SWY48TK,VCVE2R9R1
11SJ121W2S,1B7LK5I5LS,12OG5MGDAY
11SJ121W2S,1B7LK5I5LS,2G74U22DZ6
11SJ121W2S,1B7LK5I5LS,2R26KYPX1J
11SJ121W2S,1B7LK5I5LS,G7RPQWX8
11SJ121W2S,1B7LK5I5LS,IIQ5CV8G5
11SJ121W2S,1B7LK5I5LS,IP60IQE65
11UEDZEZRH,42ZJIQBIE,1E1IWF6N67
11UEDZEZRH,42ZJIQBIE,1S7Z561MVJ
11UEDZEZRH,42ZJIQBIE,POPV1I6O8
11UEDZEZRH,42ZJIQBIE,QK7S55D8U
11UEDZEZRH,75X9G60NB,1L0Y3N94QN
11UEDZEZRH,75X9G60NB,20TB11C64K
11UEDZEZRH,75X9G60NB,216ICPVAZR
11UEDZEZRH,75X9G60NB,3CLZMY2L1
11UEDZEZRH,75X9G60NB,G31IEFKTR
11WZ0JQCOS,2EQIAX4CBK,11GJL368R4
11WZ0JQCOS,2EQIAX4CBK,1ZTW02OLX1
11WZ0JQCOS,2EQIAX4CBK,2JHPUTHG6I
11WZ0JQCOS,2EQIAX4CBK,2PQPM4BG89
11WZ0JQCOS,2EQIAX4CBK,5LHNO80VC
11WZ0JQCOS,2EQIAX4CBK,HXAKAONK2
11WZ0JQCOS,2EQIAX4CBK,MQFVPKOLD
128D8WPDE8,1QO6DRI4PV,13OS0C8ACC
128D8WPDE8,1QO6DRI4PV,1MJM2F5NMM
128D8WPDE8,1QO6DRI4PV,232T7G5J09
128D8WPDE8,1QO6DRI4PV,83OD78CHU
128D8WPDE8,1QO6DRI4PV,9WZF9SS9R
128D8WPDE8,1QO6DRI4PV,DUE4SROAO
128D8WPDE8,1QO6DRI4PV,R2SQLRV0X
128D8WPDE8,2FVWW3NRA9,13OS0C8ACC
128D8WPDE8,2FVWW3NRA9,1KL0IEK85I
128D8WPDE8,2FVWW3NRA9,1L2H5E8KVE
128D8WPDE8,2FVWW3NRA9,1MMEDSTUVO
128D8WPDE8,2FVWW3NRA9,2RPCRN34O3
128D8WPDE8,2II970JDIR,1UCV1FJLLV
128D8WPDE8,2II970JDIR,1Y9CW80NT0
128D8WPDE8,2II970JDIR,8S6160N35
128D8WPDE8,2II970JDIR,8YR0DOS6E
128D8WPDE8,2II970JDIR,I31BKDLNN
128D8WPDE8,2II970JDIR,J8OCV54ZF
129OT5DNV0,2B5CWJHWG3,11GJL368R4
129OT5DNV0,2B5CWJHWG3,1FIHLFUJYW
129OT5DNV0,2B5CWJHWG3,1M7KKUXEXA
129OT5DNV0,2B5CWJHWG3,M96RB9X5I
129OT5DNV0,2B5CWJHWG3,T5AJGCN2E
129OT5DNV0,2B5CWJHWG3,ZGIN25AV6
129OT5DNV0,2EQIAX4CBK,1CWW9H8LVT
129OT5DNV0,2EQIAX4CBK,29H4RAY68O
129OT5DNV0,2EQIAX4CBK,M96RB9X5I
129OT5DNV0,2EQIAX4CBK,PRELX0XSZ
129OT5DNV0,2EQIAX4CBK,SY7D1273B
129OT5DNV0,2EQIAX4CBK,ZMCXNMA87
12FQB1WNEW,1CRN82227G,1AVM9E084O
12FQB1WNEW,1CRN82227G,1CWFC0QJR6
12FQB1WNEW,1CRN82227G,2JY9I2KLGK
12FQB1WNEW,1CRN82227G,2QQ8B3RX79
12FQB1WNEW,1CRN82227G,IEX8J20D4
12FQB1WNEW,1CRN82227G,QIS2Z359
12IBUC55AC,1JP23ZDV6R,1M6QPX9MCM
12IBUC55AC,1JP23ZDV6R,1XIMAM9AS3
12IBUC55AC,1JP23ZDV6R,DM8RVSZMV
12IBUC55AC,1JP23ZDV6R,SWFCEELA4
12IBUC55AC,1MOJEXDKSA,184MXE9S8T
12IBUC55AC,1MOJEXDKSA,1NL3A0N0X7
12IBUC55AC,1MOJEXDKSA,2CC531MM66
12IBUC55AC,1MOJEXDKSA,3TT919GQ0
12IBUC55AC,1MOJEXDKSA,IARVE18RD
12IBUC55AC,1MOJEXDKSA,N6GKAGP3L
12IRO31NVL,2H31BE7GH6,18Q9XEXCUR
12IRO31NVL,2H31BE7GH6,1U82M5AWL6
12IRO31NVL,2H31BE7GH6,2G74U22DZ6
12IRO31NVL,2H31BE7GH6,2ISK51ZCPZ
12IRO31NVL,2H31BE7GH6,5EDHDDR6H
12IRO31NVL,2H31BE7GH6,PQ3VNT83Z
12IRO31NVL,2H31BE7GH6,UGUWE198A
12OG5MGDAY,1B7LK5I5LS,1CWCF2FCF9
12OG5MGDAY,1B7LK5I5LS,1IVD6Q7VJM
12OG5MGDAY,1B7LK5I5LS,1N3UGL2LO3
12OG5MGDAY,1B7LK5I5LS,1OE7KKA6BC
12OG5MGDAY,1B7LK5I5LS,1U82M5AWL6
12OG5MGDAY,1B7LK5I5LS,2G74U22DZ6
12OG5MGDAY,1B7LK5I5LS,2GNHSXPYIR
12U7UBI1BL,1QO6DRI4PV,14MZLGKL6K
12U7UBI1BL,1QO6DRI4PV,1VJXS5VC6C
12U7UBI1BL,1QO6DRI4PV,2CF9E77DBU
12U7UBI1BL,1QO6DRI4PV,2LSVKFRVRD
12U7UBI1BL,1QO6DRI4PV,5OOQUMEOP
12U7UBI1BL,1QO6DRI4PV,7642DJZGM
12U7UBI1BL,1QO6DRI4PV,8YR0DOS6E
12U7UBI1BL,1QO6DRI4PV,YWJ30GDW3
12X7ILUL8N,1QO6DRI4PV,1RYV56HXHR
12X7ILUL8N,1QO6DRI4PV,21LWRDMWY3
12X7ILUL8N,1QO6DRI4PV,2ENDYRM9PA
12X7ILUL8N,1QO6DRI4PV,2L3I1UE5OU
12X7ILUL8N,1QO6DRI4PV,8YR0DOS6E
12X7ILUL8N,1QO6DRI4PV,AK10PG18X
12XOOW0DUL,1N3LZJ9L23,1S15S7VB85
12XOOW0DUL,1N3LZJ9L23,245I0I4Q3C
12XOOW0DUL,1N3LZJ9L23,2H09KH1RQ6
12XOOW0DUL,1N3LZJ9L23,6BU7WJADN
12XOOW0DUL,1N3LZJ9L23,MQ1XI7E7E
12XOOW0DUL,1N3LZJ9L23,SYHUM61GC
12XOOW0DUL,1N3LZJ9L23,ZXK4INTOW
12XOOW0DUL,2P4V41O0W1,13N6CWE0L5
12XOOW0DUL,2P4V41O0W1,1J45GE17HG
12XOOW0DUL,2P4V41O0W1,245I0I4Q3C
12XOOW0DUL,2P4V41O0W1,B94H8CGQP
12XOOW0DUL,2P4V41O0W1,TBYZYAOE
12XOOW0DUL,VTAU0YC8Y,1S15S7VB85
12XOOW0DUL,VTAU0YC8Y,245I0I4Q3C
12XOOW0DUL,VTAU0YC8Y,2RI2839XFU
12XOOW0DUL,VTAU0YC8Y,6BU7WJADN
12XOOW0DUL,VTAU0YC8Y,SYHUM61GC
12YMCN0CRV,21O576G5H3,1L04J4CS06
12YMCN0CRV,21O576G5H3,1LN99NOE3K
12YMCN0CRV,21O576G5H3,1Q69U1W5DP
12YMCN0CRV,21O576G5H3,27PN5HQE83
12YMCN0CRV,21O576G5H3,FGNK7J3BO
12YMCN0CRV,21O576G5H3,JQNIXEP6E
12YMCN0CRV,21O576G5H3,XWRYQ8B5P
1365LFPXBX,21O576G5H3,1HJFNUBZRA
1365LFPXBX,21O576G5H3,1J3DVM48V1
1365LFPXBX,21O576G5H3,1L3J666D4B
1365LFPXBX,21O576G5H3,2CHMO0F8KU
1365LFPXBX,21O576G5H3,2GSD6UPSD8
1365LFPXBX,21O576G5H3,4KXS17LOJ
1365LFPXBX,21O576G5H3,FTB0WM9F9
1365LFPXBX,2EQIAX4CBK,13XM6Z20T3
1365LFPXBX,2EQIAX4CBK,2PQPM4BG89
1365LFPXBX,2EQIAX4CBK,2QJVYJCUU7
1365LFPXBX,2EQIAX4CBK,DAYGTELYE
1365LFPXBX,2EQIAX4CBK,ECFLH7Q2C
1365LFPXBX,2EQIAX4CBK,ZGIN25AV6
1365LFPXBX,2MW6303N0L,17NTUY3OPA
1365LFPXBX,2MW6303N0L,1I1T14VO8O
1365LFPXBX,2MW6303N0L,G0ZK8W7N4
1365LFPXBX,KITS4GUF3,13HFQREMB4
1365LFPXBX,KITS4GUF3,14EJB8E8FD
1365LFPXBX,KITS4GUF3,1J2HHWYFIM
1365LFPXBX,KITS4GUF3,1L3J666D4B
1365LFPXBX,KITS4GUF3,54YKVMBSV
1365LFPXBX,KITS4GUF3,5IF410MF3
1365LFPXBX,KITS4GUF3,6IVTMSEMH
1365LFPXBX,PQVOJ34IS,141D08LCXV
1365LFPXBX,PQVOJ34IS,150348K42V
1365LFPXBX,PQVOJ34IS,16YSC01N7X
1365LFPXBX,PQVOJ34IS,1CJ1SPXI4U
1365LFPXBX,PQVOJ34IS,1I1T14VO8O
1365LFPXBX,PQVOJ34IS,1TQDDI84DN
1365LFPXBX,PQVOJ34IS,3RHBOEMLK
139XI4GUK4,7JU2J2Y19,1EHILG148E
139XI4GUK4,7JU2J2Y19,1RYV56HXHR
139XI4GUK4,7JU2J2Y19,263WFFST7N
139XI4GUK4,7JU2J2Y19,2ERYLP3LEE
139XI4GUK4,7JU2J2Y19,AK10PG18X
139XI4GUK4,7JU2J2Y19,DPS8MI75I
139XI4GUK4,7JU2J2Y19,K3QSONPR9
13F3RW8B3H,2B5CWJHWG3,193WBYU3HT
13F3RW8B3H,2B5CWJHWG3,94ZQHZN93
